date,ward,cholera_cases,typhoid_cases,dysentery_cases,hepatitis_cases
23-08-2023,Saravanampatti,33,29,37,21
23-08-2023,Race Course,18,31,18,11
23-08-2023,Ukkadam,17,12,10,16
23-08-2023,Town Hall,9,21,12,11
23-08-2023,Kuniyamuthur,12,23,18,7
23-08-2023,Sundarapuram,22,24,20,15
23-08-2023,Podanur,7,12,8,3
23-08-2023,Thudiyalur,11,9,8,13
23-08-2023,Vadakovai,13,31,16,16
23-08-2023,Ganapathy,26,32,28,19
23-08-2023,Kalapatti,36,40,30,20
23-08-2023,Kovaipudur,13,23,14,12
23-08-2023,Selvapuram,8,23,19,11
23-08-2023,Kurichi,16,18,17,12
23-08-2023,Vadavalli,26,32,21,18
30-08-2023,Gandhipuram,18,28,27,11
30-08-2023,RS Puram,13,15,11,11
30-08-2023,Saibaba Colony,12,18,9,14
30-08-2023,Peelamedu,17,12,12,12
30-08-2023,Singanallur,24,37,20,19
30-08-2023,Saravanampatti,30,43,19,26
30-08-2023,Race Course,24,28,20,12
30-08-2023,Ukkadam,16,20,17,5
30-08-2023,Town Hall,10,13,12,10
30-08-2023,Kuniyamuthur,10,22,11,6
30-08-2023,Sundarapuram,29,31,18,16
30-08-2023,Podanur,6,8,8,2
30-08-2023,Thudiyalur,12,16,13,11
30-08-2023,Vadakovai,18,25,10,10
30-08-2023,Ganapathy,15,25,26,26
30-08-2023,Kalapatti,30,36,39,26
30-08-2023,Kovaipudur,17,16,10,7
30-08-2023,Selvapuram,14,18,13,10
30-08-2023,Kurichi,11,15,20,11
30-08-2023,Vadavalli,27,25,16,15
06-09-2023,Gandhipuram,13,30,7,18
06-09-2023,RS Puram,11,9,9,13
06-09-2023,Saibaba Colony,17,12,14,9
06-09-2023,Peelamedu,17,15,8,11
06-09-2023,Singanallur,16,20,11,15
06-09-2023,Saravanampatti,33,37,19,22
06-09-2023,Race Course,20,21,7,19
06-09-2023,Ukkadam,8,13,11,9
06-09-2023,Town Hall,9,14,5,9
06-09-2023,Kuniyamuthur,8,21,10,9
06-09-2023,Sundarapuram,21,24,15,16
06-09-2023,Podanur,12,14,5,5
06-09-2023,Thudiyalur,14,22,6,15
06-09-2023,Vadakovai,12,21,7,15
06-09-2023,Ganapathy,30,26,20,17
06-09-2023,Kalapatti,29,33,19,27
06-09-2023,Kovaipudur,10,18,4,14
06-09-2023,Selvapuram,9,16,11,9
06-09-2023,Kurichi,11,18,9,10
06-09-2023,Vadavalli,25,32,19,12
13-09-2023,Gandhipuram,16,17,15,10
13-09-2023,RS Puram,12,16,5,4
13-09-2023,Saibaba Colony,23,29,8,11
13-09-2023,Peelamedu,14,24,10,8
13-09-2023,Singanallur,26,17,13,18
13-09-2023,Saravanampatti,35,27,20,22
13-09-2023,Race Course,28,25,12,21
13-09-2023,Ukkadam,16,19,6,8
13-09-2023,Town Hall,13,17,8,6
13-09-2023,Kuniyamuthur,14,16,10,8
13-09-2023,Sundarapuram,14,33,10,15
13-09-2023,Podanur,13,12,9,3
13-09-2023,Thudiyalur,12,21,6,9
13-09-2023,Vadakovai,16,24,11,8
13-09-2023,Ganapathy,22,33,15,10
13-09-2023,Kalapatti,31,39,22,18
13-09-2023,Kovaipudur,15,28,13,21
13-09-2023,Selvapuram,12,17,9,11
13-09-2023,Kurichi,12,23,17,7
13-09-2023,Vadavalli,27,18,22,9
20-09-2023,Gandhipuram,17,20,10,14
20-09-2023,RS Puram,13,11,6,6
20-09-2023,Saibaba Colony,18,26,12,9
20-09-2023,Peelamedu,12,23,6,7
20-09-2023,Singanallur,19,25,8,15
20-09-2023,Saravanampatti,30,32,14,28
20-09-2023,Race Course,10,22,7,12
20-09-2023,Ukkadam,16,11,7,9
20-09-2023,Town Hall,12,13,6,7
20-09-2023,Kuniyamuthur,18,16,8,11
20-09-2023,Sundarapuram,18,26,8,12
20-09-2023,Podanur,11,7,5,3
20-09-2023,Thudiyalur,16,16,16,6
20-09-2023,Vadakovai,18,29,9,14
20-09-2023,Ganapathy,34,43,17,16
20-09-2023,Kalapatti,31,37,19,32
20-09-2023,Kovaipudur,20,21,14,10
20-09-2023,Selvapuram,16,14,8,6
20-09-2023,Kurichi,20,26,10,14
20-09-2023,Vadavalli,29,25,19,18
27-09-2023,Gandhipuram,23,21,15,10
27-09-2023,RS Puram,7,13,8,10
27-09-2023,Saibaba Colony,14,20,7,8
27-09-2023,Peelamedu,13,17,12,13
27-09-2023,Singanallur,24,38,13,20
27-09-2023,Saravanampatti,34,33,23,20
27-09-2023,Race Course,22,22,9,8
27-09-2023,Ukkadam,11,20,8,10
27-09-2023,Town Hall,11,16,13,5
27-09-2023,Kuniyamuthur,13,11,13,11
27-09-2023,Sundarapuram,19,14,12,14
27-09-2023,Podanur,11,12,5,7
27-09-2023,Thudiyalur,17,19,10,12
27-09-2023,Vadakovai,23,26,8,12
27-09-2023,Ganapathy,25,27,17,18
27-09-2023,Kalapatti,26,40,15,26
27-09-2023,Kovaipudur,13,21,9,12
27-09-2023,Selvapuram,16,18,9,8
27-09-2023,Kurichi,14,21,9,13
27-09-2023,Vadavalli,24,30,15,18
04-10-2023,Gandhipuram,6,25,10,12
04-10-2023,RS Puram,13,11,11,11
04-10-2023,Saibaba Colony,11,16,7,7
04-10-2023,Peelamedu,8,20,8,12
04-10-2023,Singanallur,15,30,15,24
04-10-2023,Saravanampatti,18,45,27,26
04-10-2023,Race Course,12,21,14,13
04-10-2023,Ukkadam,7,12,11,11
04-10-2023,Town Hall,12,14,4,10
04-10-2023,Kuniyamuthur,9,15,4,8
04-10-2023,Sundarapuram,17,23,9,14
04-10-2023,Podanur,8,13,4,4
04-10-2023,Thudiyalur,9,20,12,13
04-10-2023,Vadakovai,12,17,13,19
04-10-2023,Ganapathy,17,32,9,15
04-10-2023,Kalapatti,16,45,14,22
04-10-2023,Kovaipudur,7,28,9,16
04-10-2023,Selvapuram,18,16,17,6
04-10-2023,Kurichi,9,15,14,5
04-10-2023,Vadavalli,23,24,21,15
11-10-2023,Gandhipuram,8,19,14,11
11-10-2023,RS Puram,7,21,8,7
11-10-2023,Saibaba Colony,14,17,9,13
11-10-2023,Peelamedu,10,12,7,12
11-10-2023,Singanallur,25,26,16,16
11-10-2023,Saravanampatti,13,32,20,18
11-10-2023,Race Course,10,20,13,9
11-10-2023,Ukkadam,6,14,7,20
11-10-2023,Town Hall,10,12,7,9
11-10-2023,Kuniyamuthur,11,23,14,7
11-10-2023,Sundarapuram,11,24,14,19
11-10-2023,Podanur,8,9,1,5
11-10-2023,Thudiyalur,12,17,10,13
11-10-2023,Vadakovai,9,28,12,12
11-10-2023,Ganapathy,14,25,13,21
11-10-2023,Kalapatti,18,30,21,16
11-10-2023,Kovaipudur,10,17,8,12
11-10-2023,Selvapuram,4,17,5,8
11-10-2023,Kurichi,12,17,8,9
11-10-2023,Vadavalli,14,36,18,14
18-10-2023,Gandhipuram,15,23,9,13
18-10-2023,RS Puram,9,15,6,3
18-10-2023,Saibaba Colony,14,22,12,15
18-10-2023,Peelamedu,8,15,6,13
18-10-2023,Singanallur,13,30,13,12
18-10-2023,Saravanampatti,15,42,23,24
18-10-2023,Race Course,14,14,11,10
18-10-2023,Ukkadam,8,15,12,10
18-10-2023,Town Hall,3,17,5,7
18-10-2023,Kuniyamuthur,14,18,13,7
18-10-2023,Sundarapuram,17,19,11,8
18-10-2023,Podanur,6,17,3,9
18-10-2023,Thudiyalur,10,17,9,7
18-10-2023,Vadakovai,12,23,12,11
18-10-2023,Ganapathy,12,28,16,23
18-10-2023,Kalapatti,12,28,17,24
18-10-2023,Kovaipudur,9,22,7,11
18-10-2023,Selvapuram,7,14,11,16
18-10-2023,Kurichi,9,21,10,13
18-10-2023,Vadavalli,19,26,16,23
25-10-2023,Gandhipuram,13,28,11,11
25-10-2023,RS Puram,4,14,4,4
25-10-2023,Saibaba Colony,8,26,17,14
25-10-2023,Peelamedu,9,16,9,8
25-10-2023,Singanallur,15,26,13,12
25-10-2023,Saravanampatti,23,43,17,21
25-10-2023,Race Course,9,20,12,9
25-10-2023,Ukkadam,8,16,13,17
25-10-2023,Town Hall,9,22,7,10
25-10-2023,Kuniyamuthur,6,17,4,8
25-10-2023,Sundarapuram,11,25,8,17
25-10-2023,Podanur,7,8,6,10
25-10-2023,Thudiyalur,9,8,10,10
25-10-2023,Vadakovai,9,20,8,13
25-10-2023,Ganapathy,12,35,12,18
25-10-2023,Kalapatti,12,46,22,22
25-10-2023,Kovaipudur,11,30,10,7
25-10-2023,Selvapuram,14,15,7,8
25-10-2023,Kurichi,12,13,11,11
25-10-2023,Vadavalli,18,32,13,17
01-11-2023,Gandhipuram,13,15,9,17
01-11-2023,RS Puram,6,8,5,8
01-11-2023,Saibaba Colony,18,16,15,12
01-11-2023,Peelamedu,7,13,11,8
01-11-2023,Singanallur,17,23,9,16
01-11-2023,Saravanampatti,16,30,29,32
01-11-2023,Race Course,16,16,10,17
01-11-2023,Ukkadam,6,13,12,9
01-11-2023,Town Hall,6,15,4,19
01-11-2023,Kuniyamuthur,9,14,9,8
01-11-2023,Sundarapuram,19,13,13,14
01-11-2023,Podanur,6,8,2,7
01-11-2023,Thudiyalur,15,12,9,4
01-11-2023,Vadakovai,13,23,8,12
01-11-2023,Ganapathy,10,21,18,19
01-11-2023,Kalapatti,14,34,20,27
01-11-2023,Kovaipudur,10,19,5,11
01-11-2023,Selvapuram,9,22,13,9
01-11-2023,Kurichi,6,10,17,10
01-11-2023,Vadavalli,20,24,19,20
08-11-2023,Gandhipuram,10,15,10,17
08-11-2023,RS Puram,8,4,8,1
08-11-2023,Saibaba Colony,15,12,11,6
08-11-2023,Peelamedu,10,12,8,14
08-11-2023,Singanallur,14,20,16,13
08-11-2023,Saravanampatti,19,19,19,19
08-11-2023,Race Course,11,20,12,23
08-11-2023,Ukkadam,11,11,2,9
08-11-2023,Town Hall,5,13,9,4
08-11-2023,Kuniyamuthur,5,9,7,9
08-11-2023,Sundarapuram,14,18,10,18
08-11-2023,Podanur,6,12,8,7
08-11-2023,Thudiyalur,10,8,8,9
08-11-2023,Vadakovai,13,9,13,15
08-11-2023,Ganapathy,19,20,14,13
08-11-2023,Kalapatti,20,27,21,20
08-11-2023,Kovaipudur,14,17,10,10
08-11-2023,Selvapuram,8,16,9,5
08-11-2023,Kurichi,10,12,14,18
08-11-2023,Vadavalli,23,35,10,11
15-11-2023,Gandhipuram,15,16,14,19
15-11-2023,RS Puram,10,10,10,13
15-11-2023,Saibaba Colony,14,14,10,12
15-11-2023,Peelamedu,8,12,9,13
15-11-2023,Singanallur,5,29,16,15
15-11-2023,Saravanampatti,20,29,21,21
15-11-2023,Race Course,9,11,11,18
15-11-2023,Ukkadam,7,10,6,5
15-11-2023,Town Hall,3,3,5,6
15-11-2023,Kuniyamuthur,13,17,8,11
15-11-2023,Sundarapuram,15,16,14,13
15-11-2023,Podanur,5,9,6,6
15-11-2023,Thudiyalur,4,8,7,16
15-11-2023,Vadakovai,12,14,10,14
15-11-2023,Ganapathy,21,15,13,14
15-11-2023,Kalapatti,17,29,28,24
15-11-2023,Kovaipudur,7,13,4,15
15-11-2023,Selvapuram,8,5,13,8
15-11-2023,Kurichi,12,14,9,13
15-11-2023,Vadavalli,12,18,13,12
22-11-2023,Gandhipuram,17,12,7,16
22-11-2023,RS Puram,7,10,9,8
22-11-2023,Saibaba Colony,11,15,13,13
22-11-2023,Peelamedu,15,12,7,8
22-11-2023,Singanallur,14,21,16,11
22-11-2023,Saravanampatti,18,28,20,19
22-11-2023,Race Course,9,15,14,6
22-11-2023,Ukkadam,9,6,7,20
22-11-2023,Town Hall,9,11,6,7
22-11-2023,Kuniyamuthur,13,13,9,10
22-11-2023,Sundarapuram,15,24,12,19
22-11-2023,Podanur,4,5,6,11
22-11-2023,Thudiyalur,6,17,6,14
22-11-2023,Vadakovai,19,8,9,11
22-11-2023,Ganapathy,19,26,18,22
22-11-2023,Kalapatti,24,22,24,26
22-11-2023,Kovaipudur,6,14,7,9
22-11-2023,Selvapuram,13,4,5,6
22-11-2023,Kurichi,10,13,15,9
22-11-2023,Vadavalli,19,15,7,13
29-11-2023,Gandhipuram,17,19,11,10
29-11-2023,RS Puram,4,8,13,5
29-11-2023,Saibaba Colony,7,19,10,16
29-11-2023,Peelamedu,12,14,14,8
29-11-2023,Singanallur,20,14,19,21
29-11-2023,Saravanampatti,14,36,28,15
29-11-2023,Race Course,18,9,15,8
29-11-2023,Ukkadam,11,8,3,13
29-11-2023,Town Hall,4,4,7,8
29-11-2023,Kuniyamuthur,18,14,14,4
29-11-2023,Sundarapuram,13,16,10,9
29-11-2023,Podanur,8,6,7,2
29-11-2023,Thudiyalur,8,14,9,10
29-11-2023,Vadakovai,16,11,7,14
29-11-2023,Ganapathy,19,25,9,15
29-11-2023,Kalapatti,15,35,27,22
29-11-2023,Kovaipudur,12,13,7,8
29-11-2023,Selvapuram,9,15,9,4
29-11-2023,Kurichi,6,14,8,8
29-11-2023,Vadavalli,19,23,20,16
06-12-2023,Gandhipuram,8,19,10,13
06-12-2023,RS Puram,7,10,8,3
06-12-2023,Saibaba Colony,13,14,8,6
06-12-2023,Peelamedu,9,16,16,7
06-12-2023,Singanallur,9,22,16,10
06-12-2023,Saravanampatti,25,26,15,12
06-12-2023,Race Course,13,13,10,4
06-12-2023,Ukkadam,8,16,14,7
06-12-2023,Town Hall,13,6,6,3
06-12-2023,Kuniyamuthur,7,12,9,7
06-12-2023,Sundarapuram,12,13,21,14
06-12-2023,Podanur,3,5,5,1
06-12-2023,Thudiyalur,6,6,11,6
06-12-2023,Vadakovai,11,14,12,11
06-12-2023,Ganapathy,15,15,9,15
06-12-2023,Kalapatti,23,17,20,9
06-12-2023,Kovaipudur,12,13,11,13
06-12-2023,Selvapuram,15,9,8,4
06-12-2023,Kurichi,9,15,9,7
06-12-2023,Vadavalli,13,21,16,13
13-12-2023,Gandhipuram,13,6,7,2
13-12-2023,RS Puram,7,5,4,1
13-12-2023,Saibaba Colony,11,13,12,18
13-12-2023,Peelamedu,6,7,5,7
13-12-2023,Singanallur,16,17,15,7
13-12-2023,Saravanampatti,21,29,20,14
13-12-2023,Race Course,21,9,10,7
13-12-2023,Ukkadam,7,12,3,4
13-12-2023,Town Hall,9,12,11,6
13-12-2023,Kuniyamuthur,10,10,6,6
13-12-2023,Sundarapuram,18,15,10,6
13-12-2023,Podanur,6,6,3,3
13-12-2023,Thudiyalur,9,14,6,7
13-12-2023,Vadakovai,3,9,5,7
13-12-2023,Ganapathy,10,20,13,17
13-12-2023,Kalapatti,17,26,24,14
13-12-2023,Kovaipudur,8,10,5,7
13-12-2023,Selvapuram,14,17,2,5
13-12-2023,Kurichi,10,13,11,3
13-12-2023,Vadavalli,14,19,15,6
20-12-2023,Gandhipuram,16,10,13,5
20-12-2023,RS Puram,12,8,9,6
20-12-2023,Saibaba Colony,14,14,11,9
20-12-2023,Peelamedu,12,11,14,7
20-12-2023,Singanallur,14,19,10,9
20-12-2023,Saravanampatti,21,14,14,19
20-12-2023,Race Course,17,18,11,12
20-12-2023,Ukkadam,6,5,4,1
20-12-2023,Town Hall,5,9,4,3
20-12-2023,Kuniyamuthur,8,15,8,10
20-12-2023,Sundarapuram,8,12,7,7
20-12-2023,Podanur,1,8,4,4
20-12-2023,Thudiyalur,12,14,9,10
20-12-2023,Vadakovai,12,19,11,6
20-12-2023,Ganapathy,17,14,13,16
20-12-2023,Kalapatti,17,24,16,15
20-12-2023,Kovaipudur,13,13,8,4
20-12-2023,Selvapuram,10,7,0,3
20-12-2023,Kurichi,13,8,8,7
20-12-2023,Vadavalli,18,25,15,8
27-12-2023,Gandhipuram,2,10,14,15
27-12-2023,RS Puram,9,11,6,4
27-12-2023,Saibaba Colony,7,11,13,4
27-12-2023,Peelamedu,10,13,11,7
27-12-2023,Singanallur,10,20,7,8
27-12-2023,Saravanampatti,23,36,21,10
27-12-2023,Race Course,6,12,6,5
27-12-2023,Ukkadam,8,8,7,6
27-12-2023,Town Hall,5,8,2,7
27-12-2023,Kuniyamuthur,5,10,4,6
27-12-2023,Sundarapuram,15,3,10,11
27-12-2023,Podanur,8,4,5,5
27-12-2023,Thudiyalur,5,16,9,5
27-12-2023,Vadakovai,9,13,14,11
27-12-2023,Ganapathy,8,17,12,16
27-12-2023,Kalapatti,26,24,10,12
27-12-2023,Kovaipudur,12,10,7,5
27-12-2023,Selvapuram,11,16,6,8
27-12-2023,Kurichi,7,12,7,3
27-12-2023,Vadavalli,12,16,6,8
